Lineups,TEAM,GP,MIN,OffRtg,DefRtg,NetRtg,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,PACE,PIE
C. LeVert - T. Young - O. Okongwu - D. Daniels - Z. Risacher,ATL,12,47,102.8,115,-12.2,62.2,1.4,18.3,35.6,75,56.7,0.2,54,56.6,110.87,47.9
J. Hart - M. Bridges - J. Brunson - P. Achiuwa - M. McBride,NYK,16,47,91.2,105.8,-14.6,72.2,2.89,18.8,20.8,74.5,47.4,0.1,49.4,52.1,104.82,46.7
J. Poole - J. Champagnie - A. Sarr - B. Carrington - K. George,WAS,5,47,100,101.9,-1.9,62.2,1.44,16.2,26.8,69.8,47.7,0.2,50,52.7,106.44,43.1
K. Kuzma - G. Trent Jr. - K. Porter Jr. - J. Sims - A. Green,MIL,8,47,102,99,3,40.5,0.79,11.8,27.9,66,49,0.2,52.6,58,102.42,52.5
K. Lowry - A. Drummond - K. Oubre Jr. - C. Martin - T. Maxey,PHI,7,47,90.5,106.1,-15.6,69,1.05,15.5,26.9,63.3,44.6,0.2,44.8,48.6,97.76,33.8
K. Oubre Jr. - G. Yabusele - T. Maxey - R. Council IV - J. Edwards,PHI,6,47,129.9,109.6,20.3,59.1,2.6,19.3,31.6,87.8,60.8,0.1,65.8,68.7,97.24,59.5
M. Turner - P. Siakam - T. Haliburton - A. Nesmith - B. Sheppard,IND,7,47,140.8,114.1,26.7,73.5,4,24.5,30.2,72.9,52.7,0.1,66.3,68.4,101.3,59.2
P. George - K. Oubre Jr. - G. Yabusele - T. Maxey - J. Edwards,PHI,6,47,115.8,119,-3.2,61.9,2.36,18.6,25.5,60,39.5,0.1,53.8,58,102.46,47
A. Burks - A. Wiggins - B. Adebayo - T. Herro - K. Ware,MIA,4,46,136.7,100,36.7,62.5,1.88,21.1,34.1,78.6,59.8,0.2,69,70.6,103.31,64.9
C. Paul - K. Johnson - D. Vassell - V. Wembanyama - S. Castle,SAS,13,46,114.7,122.2,-7.5,66.7,3.5,20.3,22.7,71.4,46.5,0.1,56.5,60.9,105.91,51.2
F. VanVleet - D. Brooks - A. Sengun - T. Eason - A. Thompson,HOU,17,46,130.9,74.7,56.1,58.1,2.78,18.7,37.5,64.3,51.2,0.1,62.3,65.9,99.77,78.7
J. Grant - D. Ayton - D. Avdija - S. Henderson - T. Camara,POR,12,46,99,106,-7,58.5,1.85,17,35.8,72.1,52.1,0.1,48.9,50.2,102.88,45.9
J. Landale - J. Green - T. Eason - A. Thompson - R. Sheppard,HOU,10,46,107.1,100.9,6.1,65.8,2.08,17.6,35.7,62.9,50,0.1,46.7,51.5,107.14,51.6
J. Morant - D. Bane - S. Aldama - Z. Edey - J. Wells,MEM,16,46,100.9,109.2,-8.2,65.9,1.61,18.5,35.7,70.9,53.2,0.2,49.5,51.8,112.47,47.6
J. Poeltl - I. Quickley - O. Agbaji - S. Barnes - G. Dick,TOR,4,46,120,109.1,10.9,63,2.42,20.7,27.5,77.1,54.5,0.1,59.4,63.7,104.3,56.4
K. Durant - B. Beal - D. Booker - R. O'Neale - G. Allen,PHX,11,46,110.1,129.2,-19.1,71.4,4.17,19.4,13.3,64.1,36.9,0.1,53.9,61.1,102.75,41.9
L. James - A. Davis - C. Reddish - A. Reaves - D. Knecht,LAL,6,46,112.5,123,-10.5,63.4,1.53,20.6,11.4,80.6,46.5,0.2,61.3,65.8,102.6,43.1
L. James - D. Finney-Smith - L. Dončić - G. Vincent - J. Hayes,LAL,9,46,112,102,10,72.5,1.38,21.3,18.9,65.2,44.6,0.2,65.5,68,103.1,57.8
T. Harris - M. Beasley - I. Stewart - M. Sasser - S. Fontecchio,DET,14,46,122.8,114.6,8.2,71.1,2.29,22.4,25,67.3,49.5,0.1,64.5,67.2,106.05,52.5
B. Beal - M. Plumlee - D. Booker - R. O'Neale - G. Allen,PHX,14,45,125,107.8,17.2,72.7,3.56,23.4,28.9,78.9,53.9,0.1,63.8,65.9,99.72,61
B. Lopez - D. Lillard - K. Middleton - G. Antetokounmpo - A. Jackson Jr.,MIL,10,45,105.1,109.5,-4.4,65.1,5.6,20,26.4,85.4,52.1,0.1,48.9,51.3,104.05,50
C. LeVert - G. Niang - T. Young - T. Mann - D. Barlow,ATL,9,45,118.8,129.7,-10.9,65.9,2.25,18.2,38.5,55.3,45.6,0.1,52.8,58.1,107.93,43.9
D. Banton - J. Walker - K. Murray - R. Rupert - D. Reath,POR,8,45,105.2,113.4,-8.2,68.6,1.26,17.6,33.3,59.2,46.8,0.2,53.9,57.5,103.16,46.3
G. Harris - J. Isaac - M. Wagner - J. Suggs - A. Black,ORL,10,45,81.3,83.5,-2.3,56,0.74,11.4,28,73,47.1,0.2,39,46.4,103.9,40.7
K. Durant - B. Beal - J. Nurkić - T. Jones - R. O'Neale,PHX,7,45,109.8,130.8,-21,57.9,1.38,18.2,19.4,70.7,46.8,0.2,61,63.8,97,41.7
K. Towns - C. Payne - M. Bridges - P. Achiuwa - M. McBride,NYK,17,45,110.1,109.2,0.9,56.1,1.64,16.7,40.5,65.1,52.9,0.1,55.5,59.4,104.72,52.2
M. Conley - R. Gobert - J. Randle - N. Alexander-Walker - A. Edwards,MIN,17,45,112.2,81.1,31.2,60.5,1.64,16.5,37.5,72.9,55.2,0.1,54.8,58.2,103.38,71.1
P. George - J. Embiid - K. Oubre Jr. - Q. Grimes - T. Maxey,PHI,4,45,103.2,108.3,-5.2,74.3,2.17,19,29.6,84.6,52.7,0.1,44.9,50.1,102.55,44.4
R. Westbrook - N. Jokić - J. Murray - M. Porter Jr. - P. Watson,DEN,16,45,125.8,92.4,33.4,72.1,5.17,21.5,34.8,75,56.1,0.1,58.8,62.4,101.06,67.7
R. Westbrook - N. Jokić - J. Strawther - C. Braun - P. Watson,DEN,22,45,100.9,93.3,7.7,77.8,1.87,19.2,29.3,79.6,56.7,0.1,54.2,60.6,113.02,61.1
S. Gilgeous-Alexander - L. Dort - A. Wiggins - J. Williams - C. Wallace,OKC,15,45,121.5,117.2,4.3,58.5,4,18,32,66.7,45.8,0.1,53.9,57.4,102.1,43.6
B. Ingram - J. Green - B. Boston Jr. - T. Murphy III - Y. Missi,NOP,4,44,85.7,110.8,-25,66.7,0.82,14.6,29.8,67.3,49,0.2,41.9,47.9,100.72,36
K. Durant - B. Beal - M. Plumlee - D. Booker - R. O'Neale,PHX,14,44,100,88.8,11.2,64.7,1.57,17.3,36.6,81,59,0.2,53.4,56.5,97.62,60
K. Thompson - S. Dinwiddie - P. Washington - N. Marshall - D. Lively II,DAL,5,44,102.1,102.2,-0.1,64.1,2.08,19.7,18.2,72.7,48.5,0.1,52.4,54.6,101.83,54.3
N. Claxton - Z. Williams - K. Johnson - T. Martin - N. Clowney,BKN,6,44,79.8,124.5,-44.7,72.4,1.11,16.5,22.2,79.4,44.3,0.2,42.2,44,103.51,25.7
R. Westbrook - A. Gordon - N. Jokić - J. Murray - C. Braun,DEN,16,44,112.4,94.4,17.9,73.2,2.5,20.4,27.3,69.8,48.3,0.1,57.6,63.1,116.64,61.2
S. Adams - F. VanVleet - D. Brooks - J. Green - A. Thompson,HOU,13,44,112.5,119.3,-6.8,47.4,1.38,14.5,38.3,65.9,51.6,0.1,51.8,54.9,95.9,43
S. Curry - J. Butler III - D. Green - M. Moody - Q. Post,GSW,8,44,97.9,117,-19.1,78.8,1.86,19.5,20,76.2,45.7,0.1,51.9,54.5,104.77,40.4
T. McConnell - P. Siakam - O. Toppin - J. Walker - J. Furphy,IND,8,44,103,111,-8,65,2,18.7,28.6,58.7,43.2,0.1,51.7,55.2,108.23,45.1
B. Lopez - K. Kuzma - G. Trent Jr. - K. Porter Jr. - A. Green,MIL,10,43,110.2,120,-9.8,43.2,1.33,14.8,12.9,71.8,45.7,0.1,60.4,63.6,96.07,47.7
D. Lillard - K. Kuzma - G. Trent Jr. - J. Sims - A. Green,MIL,10,43,99,119.2,-20.2,74.1,1.82,15,29.1,81.1,50,0.1,41.5,50.2,108.45,38.6
D. Mitchell - J. Allen - M. Strus - D. Hunter - D. Garland,CLE,5,43,124,108.3,15.6,61,2.78,17.6,41.2,66.7,53.9,0.1,51.1,57.7,107.29,58
D. Schröder - N. Claxton - Z. Williams - J. Wilson - N. Clowney,BKN,6,43,101.1,98.8,2.3,64.7,1.57,17.5,33.3,61.9,46.2,0.2,48.7,50.2,96.93,48.6
J. Holiday - K. Porziņģis - J. Brown - D. White - P. Pritchard,BOS,11,43,113,97.8,15.2,72.2,3.71,20.6,17.4,66.7,43.3,0.1,53.1,56.6,104.3,60.9
J. Valančiūnas - J. Poole - J. Champagnie - B. Coulibaly - B. Carrington,WAS,4,43,102.1,126.5,-24.5,72.2,1.44,18.4,33.3,76.9,51.6,0.2,46.6,51.1,109.16,36.2
K. Caldwell-Pope - G. Bitadze - F. Wagner - A. Black - T. da Silva,ORL,13,43,114,88.5,25.4,62.9,3.67,19,18.6,59.6,40,0.1,52.6,56.7,96.09,65.2
K. Middleton - J. Poole - B. Coulibaly - A. Sarr - K. George,WAS,2,43,96.8,97.9,-1,75.8,1.92,18.2,30.9,74.5,51.9,0.1,44.8,47.6,106.55,51.6
L. James - A. Davis - A. Reaves - M. Christie - D. Knecht,LAL,13,43,103.5,125,-21.5,58.1,1.5,15.4,33.3,74.4,53.1,0.1,47.2,53.1,93.99,43.8
N. Batum - J. Harden - M. Bamba - A. Coffey - K. Porter Jr.,LAC,13,43,92.8,120,-27.2,54.5,1,13.5,36.5,78.3,56.1,0.2,45.7,50,107.28,34
S. Gilgeous-Alexander - L. Dort - I. Joe - A. Wiggins - J. Williams,OKC,8,43,127.7,129.2,-1.5,61.4,2.45,20.6,24.4,52.3,38.8,0.1,64.5,66.6,106.1,49.2
V. Micić - J. Green - M. Diabate - B. Miller - T. Salaün,CHA,6,43,90.2,107.1,-16.9,74.1,1.67,17.1,28.8,69.2,42.3,0.1,44.2,45.6,92.01,33.7
A. Davis - R. Hachimura - G. Vincent - A. Reaves - M. Christie,LAL,10,42,102.3,118.9,-16.6,57.1,1.54,17.2,21.4,82.4,48.7,0.1,53.3,56,101.99,37.1
B. Beal - T. Jones - D. Booker - R. O'Neale - O. Ighodaro,PHX,10,42,102.3,108.5,-6.3,50,1.55,14.8,22.7,76.2,48.8,0.1,52.6,54.7,97.74,45
C. LeVert - G. Niang - O. Okongwu - D. Daniels - Z. Risacher,ATL,15,42,123.1,114.3,8.8,69.8,2.5,21.7,38.6,72.5,54.8,0.1,61,61.9,104.41,51.6
C. LeVert - T. Young - T. Mann - O. Okongwu - D. Daniels,ATL,10,42,114.3,78.8,35.5,66.7,2.18,19.8,35.9,79.5,57.7,0.1,56.9,60.4,96.5,70.7
C. Paul - H. Barnes - Z. Collins - J. Champagnie - S. Castle,SAS,8,42,106.7,105.5,1.2,90.9,2,22.4,32.6,76.1,54.3,0.2,49.4,54.1,103.18,51.2
D. Jordan - J. Murray - M. Porter Jr. - J. Strawther - P. Watson,DEN,9,42,117.2,110.7,6.5,51.4,1.46,15.3,42.9,64.7,54.8,0.1,53.2,57.3,97.35,54.7
G. Antetokounmpo - B. Portis - G. Trent Jr. - K. Porter Jr. - A. Green,MIL,3,42,144.6,93.4,51.2,63.8,6,21.4,40.9,79.6,62.2,0.1,64.8,66.6,103.4,75
J. Allen - M. Strus - D. Garland - I. Okoro - E. Mobley,CLE,4,42,104.4,94.4,10,71.4,1.79,18.5,39.6,76.7,57.1,0.2,48.1,52.7,102.6,61.1
J. Allen - M. Strus - D. Hunter - D. Garland - T. Jerome,CLE,13,42,100,112.9,-12.9,65.7,1.53,18,24.4,61.2,44.4,0.2,52,56.5,107.05,46.7
J. Butler - T. Rozier - B. Adebayo - H. Highsmith - T. Herro,MIA,8,42,121.6,105.7,15.8,63.9,2.3,17.8,39.1,77.8,56.1,0.1,53.7,59.2,98.83,55
J. Butler III - D. Green - B. Hield - B. Podziemski - Q. Post,GSW,11,42,124.4,90.2,34.2,82.4,2.15,22.6,33.3,71.4,56.1,0.2,62.9,67.6,95.07,72.4
K. Caldwell-Pope - W. Carter Jr. - C. Anthony - P. Banchero - T. da Silva,ORL,6,42,90.9,119.8,-28.9,58.6,2.43,14.2,26.3,86.8,50.5,0.1,39,43.2,99.55,32.4
K. Durant - B. Beal - M. Plumlee - R. O'Neale - G. Allen,PHX,15,42,107.3,134.1,-26.8,73,1.93,20.3,32.4,85.7,58.3,0.1,62,64.9,105.67,44.7
K. Durant - M. Plumlee - T. Jones - D. Booker - R. O'Neale,PHX,15,42,107.3,120.9,-13.6,71.4,1.92,19.2,20.5,62.5,38.2,0.1,56.6,60.4,107.35,44.3
M. Conley - J. Randle - D. DiVincenzo - N. Alexander-Walker - N. Reid,MIN,15,42,96.3,109.4,-13.1,68,0.94,14.9,33.3,61.9,47.1,0.2,46.4,51.4,95.71,37.7
M. Turner - P. Siakam - T. Haliburton - B. Mathurin - J. Walker,IND,14,42,98.9,110,-11.1,71.4,1.54,16.5,24.4,70.3,45.1,0.1,47.9,54.6,104.08,40.3
A. Burks - B. Adebayo - T. Herro - P. Larsson - K. Ware,MIA,4,41,132.1,131.3,0.8,69.2,3.38,22.1,35.9,66.7,51.3,0.1,59.1,63,97.03,53.8
A. Davis - D. Russell - R. Hachimura - A. Reaves - M. Christie,LAL,11,41,106.1,105.6,0.5,54.8,1.31,15.6,27,71.7,51.8,0.2,51.5,57.6,99.98,48.8
A. Horford - J. Brown - J. Tatum - D. White - P. Pritchard,BOS,11,41,128.6,95.7,32.9,66,5.17,23,30.2,76.7,53.5,0.1,62.2,63.1,108.2,61.6
J. Holiday - J. Tatum - N. Queta - P. Pritchard - S. Hauser,BOS,11,41,101.2,116,-14.9,53.6,0.94,13.9,28.2,59.5,44.4,0.2,56.9,60.5,95.61,41.9
K. Towns - O. Anunoby - M. Bridges - J. Brunson - M. McBride,NYK,22,41,116.1,112,4.2,55.9,2.71,15.4,26.8,65.8,45.6,0.1,55.5,62.3,107.25,52
L. Kennard - J. Jackson Jr. - J. Morant - Z. Edey - J. Wells,MEM,10,41,137.3,112.9,24.4,45.5,1.33,16.4,54.3,78.6,67.5,0.2,65.2,68,99.51,58.5
L. Markkanen - C. Sexton - J. Juzang - W. Kessler - K. George,UTA,6,41,114,115.9,-2,59.5,1.69,18.2,28.3,78.6,52.3,0.2,54.8,56.9,102.81,43
M. Conley - R. Gobert - N. Alexander-Walker - N. Reid - J. McDaniels,MIN,11,41,98.9,90.8,8,76.5,1.44,21,27.5,83.8,54.5,0.2,54.2,56.3,101.33,56.8
M. Plumlee - T. Jones - D. Booker - G. Allen - R. Dunn,PHX,16,41,97.8,109.2,-11.4,75.8,3.13,19.2,27.1,65.1,45.1,0.1,48.1,52.3,105.63,48.1
N. Jokić - J. Murray - M. Porter Jr. - Z. Nnaji - C. Braun,DEN,5,41,137.1,105.7,31.3,67.4,3.63,23,21.6,75.6,51.2,0.1,67.8,70.5,103.08,62.5
T. Harris - T. Hardaway Jr. - I. Stewart - C. Cunningham - A. Thompson,DET,10,41,93.4,101.1,-7.7,60,1.75,17.1,25,68.1,47.3,0.1,48.7,50.8,105.76,46.7
T. McConnell - T. Bryant - O. Toppin - B. Mathurin - B. Sheppard,IND,15,41,105.4,114.8,-9.3,61.1,1.83,18.2,16.7,73.3,46,0.1,56.7,58.5,105.19,45.5
T. Rozier - B. Adebayo - D. Robinson - H. Highsmith - J. Jaquez Jr.,MIA,10,41,93,100,-7,65.5,1.36,16.1,28.3,83.7,55.1,0.2,47.3,49.7,98.77,45.6
T. Rozier - B. Adebayo - D. Robinson - H. Highsmith - T. Herro,MIA,13,41,118.8,113.8,5.1,60,2.4,19.8,30,69.7,47.9,0.1,60.3,61.6,96.44,53.2
A. Gordon - N. Jokić - M. Porter Jr. - C. Braun - P. Watson,DEN,3,40,118.2,107.1,11.1,79.5,1.72,24,31.3,69.6,53.8,0.2,64.7,67.7,103.67,59.2
C. McCollum - Z. Williamson - T. Murphy III - J. Alvarado - Y. Missi,NOP,8,40,104.3,109,-4.6,80,3.5,21.5,20.8,69.2,42.5,0.1,48.2,52.9,109.09,50.8
C. Paul - K. Johnson - D. Vassell - J. Sochan - S. Castle,SAS,13,40,115.9,97.8,18.1,69.4,4.17,20.7,20.5,65.9,43.8,0.1,53.5,59.6,106.96,61.1
D. Schröder - N. Claxton - C. Johnson - Z. Williams - C. Thomas,BKN,6,40,111.5,119.3,-7.7,51.7,1.25,14.7,25.7,69.2,48.6,0.2,52.3,59.4,97.3,42.7
J. Randle - D. DiVincenzo - N. Alexander-Walker - N. Reid - J. Clark,MIN,14,40,107.7,117.6,-10,77.4,1.33,18.9,34.3,67.6,50.7,0.2,62.9,66.3,106.17,46.8
R. Westbrook - D. Jordan - J. Murray - J. Strawther - P. Watson,DEN,8,40,110.1,109.3,0.8,60.5,1.92,18.3,33.3,84.6,58,0.1,53.8,57.3,105.4,52.7
T. Harris - M. Beasley - I. Stewart - C. Cunningham - S. Fontecchio,DET,25,40,109.3,96,13.3,62.5,1.39,19.4,20.6,84.6,54.8,0.2,63.9,65.6,117.6,53.8
T. Young - D. Hunter - O. Okongwu - V. Krejčí - D. Daniels,ATL,9,40,109.9,98.9,11,55.6,1.82,16.4,25.6,83.3,49.3,0.1,53.3,57.8,108.05,53.8
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
